trial_nr	array_nr	stim_nr	x	y
5.0	2	10	0.2445346899058973	2.1797596022022248
5.0	2	11	-0.6018890885144643	-0.4499015406212
5.0	2	12	1.061803282955286	0.21311202197427687
5.0	2	13	1.4311678865974837	2.2642869229780764
5.0	2	14	2.394241312859138	-1.107641206014596
5.0	2	15	-0.04370042366167087	4.682672271756792
5.0	2	16	0.23590167829340214	0.7604968956208855
5.0	2	17	1.9058425772357852	-1.7869384001364925
5.0	2	18	-3.8427537061022004	-0.8021743277252508
5.0	2	19	-1.250991735837525	-1.5161747784933586
5.0	2	20	-0.9726677462153116	1.0060615700424898
5.0	2	21	-4.466834883817512	0.06364366397366286
5.0	2	22	0.7005842182246118	-0.3230419565663572
5.0	2	23	-0.047181829488631935	-4.360353072252216
5.0	2	24	3.797888271587127	-0.8495043883479746
5.0	2	25	-2.369203659210153	1.1680795939795643
5.0	2	26	0.95317249713024	3.5704456955386297
5.0	2	27	1.6647611533504547	4.532617423181988
5.0	2	28	0.034864160255245184	2.8855902189482
5.0	2	29	0.23014011016785774	-0.7438540470606078
5.0	2	30	-0.7193418893469605	3.4415897218349882
5.0	2	31	3.0218202366286686	-0.3821851273129608
5.0	2	32	1.7587063245747725	-4.0449574523187675
5.0	2	33	-3.0628850516517425	1.534135886747483
5.0	2	34	2.2691781576410435	2.862454296930599
5.0	2	35	-2.4502695280116327	0.008081029215885318
5.0	2	36	4.137456283113548	2.360296487968395
5.0	2	37	-1.0859028602924259	-4.623543049359141
5.0	2	38	1.283650890493582	1.6435473000091392
5.0	2	39	3.459006095241745	1.6897909187090734
5.0	2	40	3.692352588150048	1.1080255851606837
5.0	2	41	0.2311863852239012	-3.5870774988397844
5.0	2	42	-0.5741178174296054	0.15480213241221025
5.0	2	43	-0.6132469825887389	-1.4484564340791366
5.0	2	44	1.3349443128619747	-1.5036058760392965
6.0	1	1	-0.40972851269895877	0.3593608129951362
6.0	1	2	2.6663615219652423	0.8279488670181321
6.0	1	3	1.1436041173071032	-0.5564998255959922
6.0	1	4	2.0275385044007135	-1.1523437938722623
6.0	1	5	-2.553750058661371	-0.5880814584818742
6.0	1	6	-4.1368665882349545	-2.4231619738247456
6.0	1	7	0.9648306672541209	-4.832641753365089
6.0	1	8	0.5588945379131874	-1.5177050501310687
6.0	1	9	0.7727868290819909	0.7973146431185247
6.0	1	10	-1.39720823170393	-0.21032926193629795
6.0	2	1	0.8549719711114713	4.11727515631603
6.0	2	2	-1.9695153111317856	-4.428457660610308
6.0	2	3	3.1399431708327854	3.6437630638583998
6.0	2	4	-0.2565779595538289	3.4207213713333533
6.0	2	5	-1.4511151379092073	-3.4737653651596063
6.0	2	6	4.063408426960993	0.9136070411248101
6.0	2	7	-4.024902421839834	2.342912388509804
6.0	2	8	1.5444456293563322	4.0905112121214335
6.0	2	9	3.8917209059201845	-1.1413591470494322
6.0	2	10	1.2662866206694048	3.465656752307318
6.0	2	11	-0.37959651053428434	-1.3169929080403358
6.0	2	12	1.9017108735347585	-3.6801684163915658
6.0	2	13	-2.7456030304466585	-1.642183330092287
6.0	2	14	0.8775841429069671	2.451916622737474
6.0	2	15	0.7403363882109686	1.7029624088782167
6.0	2	16	4.89404821431299	-0.5908837878342541
6.0	2	17	-3.3565875130450253	-0.27314223834318496
6.0	2	18	2.477130220238405	1.6987819138784837
6.0	2	19	-2.9192044695278114	-0.9256279465611671
6.0	2	20	1.6831168473320959	-2.6228812479667982
6.0	2	21	0.18092872583464073	-4.3501358760553686
6.0	2	22	3.3050255573501346	2.682016340303847
6.0	2	23	3.689250245396406	-0.11876932561930967
6.0	2	24	0.9505406016256324	0.09705203046995003
6.0	2	25	1.0012614586875876	-1.1643132681871873
6.0	2	26	1.2318226305146087	0.9906674305490865
6.0	2	27	1.7983854557726906	-0.13158663798996653
7.0	1	1	3.811393043855893	1.8003954554049948
7.0	1	2	-1.34499963733154	1.3697874535654353
7.0	1	3	1.6709471420181996	-1.9839688204520156
7.0	1	4	-0.2224584786373851	3.914247476048883
7.0	1	5	3.46626400724733	2.4596637239457633
7.0	1	6	0.18654849578249785	-2.182199043533823
7.0	1	7	-0.46195744461552074	2.5316508563969102
7.0	1	8	2.150635852469781	-0.9639123478308474
7.0	1	9	-4.016250020933608	2.7626486611682077
7.0	1	10	0.4377573240143098	0.6549998179574102
7.0	1	11	-1.1365007658750637	0.5070127142677996
7.0	1	12	-2.1759766176066275	0.6860481563965929
7.0	1	13	1.0767608620890334	-1.2402628010354813
7.0	1	14	0.5712720128488169	-3.9635293011858477
7.0	1	15	-3.860071630729617	-0.33269836773080574
7.0	1	16	-0.15511025777486445	0.38627092168524135
7.0	1	17	-2.7935957545861108	0.5413884685725681
7.0	1	18	1.6447114716781615	1.1281719253763418
7.0	1	19	3.204934461061923	3.307502931476324
7.0	1	20	-2.6169227809134985	1.2865495253052095
7.0	1	21	-0.5039983617329844	-2.731675262975866
7.0	1	22	-0.4541587846382717	-1.7390135986964885
7.0	1	23	1.3833118505824493	-2.7187726061002726
7.0	1	24	3.550114843918915	0.3251077433836479
7.0	1	25	0.4747953729053593	-0.7729132973767502
7.0	1	26	-2.3565731304615243	-2.8188914361278328
7.0	1	27	-1.8584640248302158	-1.7719414363881136
7.0	1	28	-0.65714710854555	-1.0530487888866276
7.0	2	1	0.41220083902696575	1.2254257396038126
7.0	2	2	-0.33786488053969826	-2.160334567152046
7.0	2	3	0.913270544501157	2.249908211792382
7.0	2	4	0.010695455580385323	-0.011723561330501103
7.0	2	5	-0.7919399037969758	0.35138086002950103
7.0	2	6	-0.06267963689216083	-1.049503759310224
7.0	2	7	-2.7185250593238077	1.2609554763612818
7.0	2	8	-3.2035631501704165	0.09807455049374333
7.0	2	9	-0.3742682431405175	1.4474376331939312
7.0	2	10	2.9464285583114025	2.462955904915269
7.0	2	11	3.387611583395108	-3.202465106859355
7.0	2	12	2.864024310665935	1.283975915794218
7.0	2	13	0.8738345307181994	-0.5677780495919433
7.0	2	14	1.180636700397621	-1.4022640618562392
7.0	2	15	3.5578597100330174	1.4431189488894542
7.0	2	16	-2.0193056721252396	-0.4879021586605588
7.0	2	17	-0.5180389113312515	4.7704798301427145
7.0	2	18	3.842605039740724	2.7597815450587215
7.0	2	19	2.312477749202881	1.9030109936120962
7.0	2	20	-1.3516913202208591	2.402438321390617
7.0	2	21	1.7462550972625805	3.639262994271825
7.0	2	22	-4.479060098900291	-0.3797714446749672
7.0	2	23	-2.1324391997192462	-2.149203826691962
7.0	2	24	3.9854798289783178	-2.893647984401852
7.0	2	25	2.1293935134405375	-0.0077320475911344146
7.0	2	26	-2.7735801975905425	-2.81514801634731
7.0	2	27	-3.885357760544423	0.7265705035710474
7.0	2	28	-3.1484965155964306	3.124975235496109
7.0	2	29	0.20763162580195427	2.868861783284381
7.0	2	30	3.6403028981204466	0.8039642864217549
7.0	2	31	4.784751843572336	1.0569824031531798
7.0	2	32	-4.044715947127113	2.1276293462871436
7.0	2	33	0.3413861436385959	-4.930209094545321
7.0	2	34	-2.1199960759133303	-3.5608191657316497
7.0	2	35	0.6593320539592951	0.12227275582110912
7.0	2	36	1.711019067884703	1.4580419468568622
7.0	2	37	-2.4442778750288694	-1.595629717681651
7.0	2	38	-1.2889479473923762	-0.7923864883180316
7.0	2	39	-1.439780703439736	0.8199693312445242
7.0	2	40	1.3135472488069606	3.1952616114969694
7.0	2	41	-1.8239988999402859	-1.4641486872115086
7.0	2	42	4.607421903662649	-0.5288299703240859
7.0	2	43	-0.625338247403276	-0.29800102541811585
7.0	2	44	3.1634638938704422	-0.442753549708309
7.0	2	45	0.5570994492325605	-1.2400507976332702
7.0	2	46	1.1098651866677511	-2.0768709020027476
7.0	2	47	2.7675002570192935	-3.415064196683127
7.0	2	48	-4.155005230577777	0.17718702030339922
7.0	2	49	2.3630441883264313	-0.9851856066366536
7.0	2	50	3.9521495918405867	-1.594847591491912
7.0	2	51	-2.0446404763250294	2.476540613538928
7.0	2	52	-0.04678954355551111	-2.789292200406305
7.0	2	53	-3.2832883032145395	-2.1099981906283096
7.0	2	54	4.071399329676709	1.913392849418681
7.0	2	55	1.2870055655081767	-3.3476926502539968
7.0	2	56	-1.0770899214732368	3.3182836860437734
7.0	2	57	-3.350086326030131	1.3559501699835546
7.0	2	58	-0.9455030174251506	-4.399460033510296
7.0	2	59	1.8405217985508873	-2.5511671664500035
7.0	2	60	-3.3673342517766236	-0.9372445078569538
7.0	2	61	-0.8126199928094056	-1.4218169103371825
7.0	2	62	-1.8727475415442576	3.566445670001675
7.0	2	63	0.09632801470340982	-3.869926493059612
7.0	2	64	1.0237828804394176	-4.424556326523152
7.0	2	65	2.0313866996986514	2.48074819381538
7.0	2	66	1.4571848942897778	4.247049583338732
7.0	2	67	-1.6330731305549846	1.5638665183548435
7.0	2	68	-1.1280109559275167	3.948233738442489
7.0	2	69	-1.2266878683447564	4.783983958295416
8.0	1	1	3.6063444880321005	0.7770859514234746
8.0	1	2	1.3653218460101033	2.0600220516495704
8.0	1	3	-0.10459354094855469	1.7946422895307084
8.0	1	4	-1.1310730200321224	2.2370342342635983
8.0	1	5	0.05630115741928134	0.06617450918837595
8.0	1	6	-4.824918347344569	0.2765652881145567
8.0	1	7	2.617134014933209	1.6412938288142007
8.0	1	8	0.5242533911995958	0.9264862568070629
8.0	1	9	1.593236934501187	-1.9623944624177632
8.0	1	10	4.773848371875	-0.3505308779965785
8.0	2	1	0.9083670321404432	1.0499977457756342
8.0	2	2	4.259574990960451	1.271289107385411
8.0	2	3	1.4049430847481739	-3.798132142866526
8.0	2	4	-1.7556146686855685	-0.10654029208779381
8.0	2	5	1.7739285299905039	2.028240751663257
8.0	2	6	-0.04854340986562045	-0.25665967238817705
8.0	2	7	-0.9334726114957894	2.7799977616284757
8.0	2	8	-2.904836541597987	2.653775443076482
8.0	2	9	1.7077622374928247	1.2306511760064889
8.0	2	10	1.8893954547318605	2.8443226019230856
8.0	2	11	-2.3338223740791237	2.3441357366246796
8.0	2	12	0.4718973203706853	2.135157538605631
8.0	2	13	-3.423745443104529	1.6687500201567798
8.0	2	14	-3.2145974759280325	0.5106929853339902
8.0	2	15	-0.45068792839270577	-1.309116547343443
8.0	2	16	-1.2768483059187465	1.3693685732433873
8.0	2	17	1.1210352638745213	-0.6699108179981902
8.0	2	18	1.2879272554227825	-2.220482113206657
8.0	2	19	-2.330360083941521	-0.492175421265371
9.0	1	1	1.0264434517094319	0.8420130973217976
9.0	1	2	2.622379932651689	-0.7471325437632833
9.0	1	3	-0.46681440219999987	0.16306246511988398
9.0	1	4	-0.24500533144028186	0.8231462284518567
9.0	1	5	3.1679583848077857	-2.1983368061315987
9.0	1	6	0.12234726609028294	1.3545670647739805
9.0	1	7	-1.403693679801713	0.9203999123104226
9.0	1	8	-3.604648741618493	-0.35540950203733757
9.0	1	9	-3.091778469643082	1.7277483755277017
9.0	1	10	0.9862676747554469	-3.3084328376415018
9.0	1	11	1.4463065881057544	-0.6669760890868975
9.0	1	12	-0.8644919459805384	2.7312944479133456
9.0	1	13	-3.2842473406151065	-2.359017279471865
9.0	1	14	-2.0244924220003915	-0.02473182827244586
9.0	1	15	3.4146884243118993	0.14558371350870541
9.0	1	16	0.5159090530325302	4.300540516785368
9.0	1	17	1.6520485742710957	1.1259364481707528
9.0	1	18	2.3037859719171507	-2.726574933959236
9.0	1	19	-1.7888810334660363	-3.63065546386089
9.0	1	20	-2.074945368748134	2.5961591224238854
9.0	2	1	1.1082780930002258	-1.8395386105378755
9.0	2	2	0.40894774198764217	4.175166855232766
9.0	2	3	-0.9372552271593111	3.6456374108243326
9.0	2	4	-2.229036122320836	2.746482402653192
9.0	2	5	-0.47184572556702586	2.2676400725543884
9.0	2	6	3.4874453361400213	0.5162771589584676
9.0	2	7	2.808544256542779	2.172268133441029
9.0	2	8	-0.1028922332679212	-1.1365743854820893
9.0	2	9	-2.5181091254380994	0.7390112883798476
9.0	2	10	-2.314676331896057	-0.38868826372482174
9.0	2	11	-2.9221443913000336	3.4685776916459456
9.0	2	12	1.8961347142602984	-1.5185214059125238
9.0	2	13	-1.0702517662845086	0.44991438489729313
9.0	2	14	-3.9409138899111165	0.15712688408600556
9.0	2	15	-0.6766668573484408	1.1247797972440048
9.0	2	16	-0.8050591945728425	-4.349697264823976
9.0	2	17	0.5496465593079699	0.605802916682029
9.0	2	18	-3.340759010219256	-2.3642139618102695
9.0	2	19	-1.6779313792007893	-2.8565465871611995
9.0	2	20	-3.63024325176278	-1.8102197480113034
9.0	2	21	2.559284467202473	-2.9477405928321176
9.0	2	22	1.824547076359691	1.8920993832733224
9.0	2	23	-1.5856617903554702	-1.5497289458646124
9.0	2	24	2.622759424235443	0.536451086658138
9.0	2	25	-3.042159660835029	2.0078882638413655
9.0	2	26	4.342153260397705	2.3259408517333173
9.0	2	27	1.8412329302977097	3.4853788309627403
9.0	2	28	2.983783376431284	-1.79099987285295
9.0	2	29	-1.5722143841263079	-0.4388821075223946
9.0	2	30	-1.0264312141795118	-1.057564256970813
9.0	2	31	1.4704709346687463	-4.555741898210781
9.0	2	32	-1.3551503246919319	1.2691018074456561
9.0	2	33	-4.524392211888548	1.7250886263786458
9.0	2	34	1.4440843888259938	-0.27009297625557677
9.0	2	35	-3.955866949012871	2.279449813719816
9.0	2	36	1.227647948958737	0.7279898911904295
9.0	2	37	-0.05803822431778351	0.4811272378233285
9.0	2	38	1.0732809336507454	-4.055912130136826
9.0	2	39	0.6754413776840491	3.1939297972258305
10.0	1	1	-2.431037058144176	2.7692958457303742
10.0	1	2	-0.4938782996214439	3.5665813667246646
10.0	1	3	-1.5976846580403328	0.8466926141107759
10.0	1	4	3.5417641985680786	-3.3333884032624566
10.0	1	5	-3.8631256122623037	-3.0119691958912536
10.0	1	6	4.899550771657083	-0.46459038426561344
10.0	1	7	0.33873425075513386	-0.7720628584875732
10.0	1	8	1.2582535612663643	2.814366452267674
10.0	1	9	-2.13639087672642	0.07129679670306292
10.0	1	10	-2.4816079612693693	-2.572490021432933
10.0	1	11	2.7118585004802225	2.66711848389197
10.0	1	12	-1.174633456125052	-1.910209108458202
10.0	1	13	-0.04201327375760347	-0.00968905439174173
10.0	1	14	1.264850902790208	1.0903006402116135
10.0	2	1	1.3561883305548186	0.36651323145657183
10.0	2	2	-0.08801372016158547	-4.257156049373259
10.0	2	3	0.29182181147070496	-0.8596282203091495
10.0	2	4	-0.4422833843780224	4.151721985710248
10.0	2	5	3.0760307380109353	-1.0663007489420604
10.0	2	6	-4.453805224309738	0.34454329725728106
10.0	2	7	1.6490042728832865	-0.6952098212189936
10.0	2	8	-0.815237716756648	-0.8428423913102517
10.0	2	9	0.21370257711456575	0.032515609673234344
10.0	2	10	2.044224193230123	2.7636242811268352
10.0	2	11	-1.3567026692167443	0.15229615236846053
10.0	2	12	-1.6235358112827065	1.1679288307665807
10.0	2	13	1.762608736275708	-2.593483186353581
10.0	2	14	2.998062949224387	2.396373678843477
10.0	2	15	-2.1241338336786093	-1.078014604711183
10.0	2	16	-0.9041902618312607	2.092687445613561
10.0	2	17	1.0752686689771584	-1.8873651358078234
10.0	2	18	3.415678531427812	-2.1576087355692355
10.0	2	19	1.1310289292672893	1.6774246163462487
10.0	2	20	-0.1260739286288841	0.8227442933162871
10.0	2	21	3.4086703802404847	0.6345674599445559
10.0	2	22	0.9968678739264782	0.9665974126360589
10.0	2	23	2.3545194071080346	1.4719106204837067
10.0	2	24	4.374600955039779	-0.3754560791238228
